Finger,Curl,Direction
Index,No Curl,Diagonal Up Right
Middle,No Curl,Diagonal Up Right
Ring,No Curl,Vertical Up
Pinky,No Curl,Vertical Up
Thumb,No Curl,Diagonal Up Right
Index,No Curl,Diagonal Up Right
Middle,No Curl,Diagonal Up Right
Ring,No Curl,Vertical Up
Pinky,No Curl,Vertical Up
Thumb,No Curl,Diagonal Up Right
Index,No Curl,Diagonal Up Right
Middle,No Curl,Diagonal Up Right
Ring,No Curl,Vertical Up
Pinky,No Curl,Vertical Up
Thumb,No Curl,Diagonal Up Right
Index,No Curl,Diagonal Up Right
Middle,No Curl,Vertical Up
Ring,No Curl,Vertical Up
Pinky,No Curl,Vertical Up
Thumb,No Curl,Diagonal Up Right
Index,No Curl,Diagonal Up Right
Middle,No Curl,Vertical Up
Ring,No Curl,Vertical Up
Pinky,No Curl,Vertical Up
Thumb,No Curl,Diagonal Up Right
Index,Full Curl,Diagonal Up Right
Middle,Full Curl,Diagonal Up Right
Ring,Full Curl,Vertical Up
Pinky,Full Curl,Vertical Up
Thumb,No Curl,Diagonal Up Right
Index,Full Curl,Diagonal Up Right
Middle,Full Curl,Diagonal Up Right
Ring,Full Curl,Diagonal Up Right
Pinky,Full Curl,Vertical Up
